iata,name,city,country,lat,lon
GYS,Guangyuan Panlong Airport,Guangyuan (Lizhou),CN,32.390254,105.694571
GYU,Guyuan Liupanshan Airport,Guyuan (Yuanzhou),CN,36.078889,106.216944
GYY,Gary Chicago International Airport,Gary,US,41.617087,-87.413206
GYZ,Gruyere Airport,Cosmo Newbery,AU,-28.034548,123.81506
GZG,Garze Gesar Airport,Garzê (Garzê),CN,31.7575,99.554167
GZO,Nusatupe Airport,Gizo,SB,-8.09778022766,156.863998413
GZP,Gazipaşa-Alanya Airport,Gazipaşa,TR,36.299217,32.300598
GZT,Gaziantep Oğuzeli International Airport,Gaziantep,TR,36.947201,37.478699
HAA,Hasvik Airport,Hasvik,NO,70.486702,22.1397
HAC,Hachijojima Airport,Hachijojima,JP,33.114843,139.785645
HAD,Halmstad Airport,Halmstad,SE,56.69110107421875,12.820199966430664
HAH,Prince Said Ibrahim International Airport,Moroni,KM,-11.5337,43.2719
HAJ,Hannover Airport,Hannover,DE,52.461102,9.68508
HAK,Haikou Meilan International Airport,Haikou (Meilan),CN,19.9349,110.459
HAL,Halali Airport,Halali,,-19.0285,16.4585
HAM,Hamburg Helmut Schmidt Airport,Hamburg,DE,53.630402,9.98823
HAN,Noi Bai International Airport,Hanoi (Soc Son),VN,21.221201,105.806999
HAQ,Hanimaadhoo International Airport,Haa Dhaalu Atoll,MV,6.743235,73.167072
HAS,Ha'il Airport,Ha'il,SA,27.437901,41.686298
HAU,"Haugesund Airport, Karmøy",Karmøy,NO,59.345299,5.20836
HAV,José Martí International Airport,Havana,CU,22.989200592041016,-82.40910339355469
HBA,Hobart International Airport,Hobart (Cambridge),AU,-42.837032,147.513022
HBE,Alexandria International Airport,Alexandria,EG,30.93249,29.696437
HBQ,Haibei Qilian Airport,Haibei (Qilian),CN,38.008068,100.645065
HBX,Hubballi Airport,Hubballi,IN,15.361084,75.082096
HCJ,Hechi Jinchengjiang Airport,Hechi (Jinchengjiang),CN,24.804344,107.710819
HCR,Holy Cross Airport,Holy Cross,US,62.18830108642578,-159.77499389648438
HCZ,Chenzhou Beihu Airport,Chenzhou,CN,25.753419,112.845404
HDD,Hyderabad Airport,Hyderabad,PK,25.3181,68.366096
HDF,Heringsdorf Airport,Zirchow,DE,53.8787,14.1523
HDG,Handan Airport,Handan,CN,36.524824,114.424126
HDK,Kulhudhuffushi Airport,Kulhudhuffushi,MV,6.630762,73.067815
HDM,Hamadan Airport,Hamadan,IR,34.869202,48.552502
HDN,Yampa Valley Airport,Hayden,US,40.481201,-107.218002
HDO,Hindon Airport / Hindon Air Force Station,Ghaziabad,IN,28.707701,77.358902
HDS,Eastgate Airport / Air Force Base Hoedspruit,Hoedspruit,ZA,-24.361864,31.052921
HDY,Hat Yai International Airport,Hat Yai,TH,6.93321,100.392998
HEA,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,34.209999,62.228298
HEH,Heho Airport,Kalaw Township,MM,20.74714,96.792029
HEI,Heide-Büsum Airport,Oesterdeichstrich,DE,54.153332,8.901667
HEK,Heihe Aihui Airport,Heihe,CN,50.171621,127.308884
HEL,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,60.318363,24.963341
HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,GR,35.339699,25.1803
HET,Hohhot Baita International Airport,Hohhot,CN,40.849658,111.824598
HFA,Uri Michaeli Haifa International Airport,Haifa,IL,32.810219,35.043719
HFE,Hefei Xinqiao International Airport,Hefei,CN,31.98779,116.9769
HFN,Hornafjörður Airport,Höfn,IS,64.295601,-15.2272
HFS,Hagfors Airport,Råda,SE,60.0201,13.5789
HFT,Hammerfest Airport,Hammerfest,NO,70.679703,23.6686
HGA,Egal International Airport,Hargeisa,SO,9.514082,44.083469
HGD,Hughenden Airport,Hughenden,AU,-20.815001,144.225006
HGH,Hangzhou Xiaoshan International Airport,Hangzhou,CN,30.23609,120.428865
HGI,Itanagar Donyi Polo Hollongi Airport,Hollongi,IN,26.96683,93.638792
HGL,Helgoland-Düne Airport,Helgoland,DE,54.18528,7.915833
HGN,Mae Hong Son Airport,Mae Hong Son,TH,19.3013,97.9758
HGO,Korhogo Airport,Korhogo,CI,9.38718,-5.55666
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,39.708771,-77.728014
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,PG,-5.828212,144.299412
HHH,Hilton Head Airport,Hilton Head Island,US,32.2244,-80.697502
HHN,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,49.946353,7.261734
HHQ,Hua Hin Airport,Hua Hin,TH,12.6361999512,99.951499939
HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US,33.922798,-118.334999
HHZ,Hikueru Airport,Hikueru,PF,-17.548297,-142.612037
HIA,Huai'an Lianshui International Airport,Huai'an,CN,33.790833,119.125
HIB,Range Regional Airport,Hibbing,US,47.384831,-92.836905
HID,Horn Island Airport,Horn,AU,-10.585636,142.29277
HII,Lake Havasu City Airport,Lake Havasu City,US,34.570506,-114.357745
HIJ,Hiroshima Airport,Hiroshima,JP,34.4361,132.919006
HIL,Shilavo Airport,Shilavo,ET,6.077545,44.763736
HIN,Sacheon Airport / Sacheon Air Base,Sacheon,KR,35.088591,128.071747
HIR,Honiara International Airport,Honiara,SB,-9.428,160.054993
HJB,Hejing Bayinbuluke Airport,Hejing,CN,42.976395,83.995543
HJJ,Huaihua Zhijiang Airport,Huaihua,CN,27.443087,109.704666
HJR,Khajuraho Airport,Khajuraho,IN,24.8172,79.918602
HKD,Hakodate Airport,Hakodate,JP,41.77,140.822006
HKG,Hong Kong International Airport,Hong Kong,HK,22.31184,113.914862
HKK,Hokitika Airfield,,NZ,-42.713600158691406,170.98500061035156
HKN,Hoskins Airport,Kimbe,PG,-5.463846,150.407327
HKT,Phuket International Airport,Phuket,TH,8.113257,98.3174
HLA,Lanseria International Airport,Johannesburg,ZA,-25.938964,27.926642
HLD,Hulunbuir Hailar Airport,Hailar,CN,49.208616,119.822301
HLE,Saint Helena International Airport,Jamestown,SH,-15.958898,-5.646066
HLH,Ulanhot Yilelite Airport,Ulanhot,CN,46.195333,122.008333
HLN,Helena Regional Airport,Helena,US,46.6068,-111.983002
HLP,Halim Perdanakusuma International Airport,Jakarta,ID,-6.267221,106.891733
HLZ,Hamilton International Airport,Hamilton,NZ,-37.866961,175.331952
HMA,Khanty Mansiysk Airport,Khanty-Mansiysk,RU,61.0285,69.086098
HMB,Sohag International Airport,Suhaj,EG,26.342515,31.743017
HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,DZ,31.673,6.14044
HMI,Hami Airport,Hami,CN,42.8414,93.669197
HMO,General Ignacio L. Pesqueira International Airport,Hermosillo,MX,29.092811,-111.053015
HMS,Haji Muhammad Sidik Airport,Muara Teweh,ID,-1.02581,114.92881
HMV,Hemavan Airport,Hemavan,SE,65.806099,15.0828
HNA,Iwate Hanamaki Airport,Hanamaki,JP,39.4286,141.134995
HND,Tokyo Haneda International Airport,Tokyo,JP,35.549678,139.786958
HNH,Hoonah Airport,Hoonah,US,58.0961,-135.410111
HNL,Daniel K. Inouye International Airport,"Honolulu, Oahu",US,21.318387,-157.92567
HNM,Hana Airport,Hana,US,20.795601,-156.014008
HNS,Haines Airport,Haines,US,59.243921,-135.523925
HNY,Hengyang Nanyue Airport,Hengyang,CN,26.72208,112.617958
HOB,Lea County Regional Airport,Hobbs,US,32.6875,-103.217003
HOF,Al-Ahsa International Airport,Hofuf,SA,25.285299,49.485199
HOG,Frank Pais International Airport,Holguin,CU,20.785148,-76.315526
HOI,Hao Airport,Otepa,PF,-18.0748,-140.945999
HOK,Hooker Creek Airport,Lajamanu,AU,-18.3367004395,130.638000488
HOM,Homer Airport,Homer,US,59.644456,-151.479235
HOR,Horta Airport,Horta,PT,38.519901275634766,-28.715900421142575
HOT,Memorial Field Airport,Hot Springs,US,34.4788,-93.096262
HOU,William P. Hobby Airport,Houston,US,29.645336,-95.276812
HOV,"Ørsta-Volda Airport, Hovden",Ørsta,NO,62.180000305176,6.0741000175476
HPA,Lifuka Island Airport,Lifuka,TO,-19.777000427246097,-174.34100341796875
HPB,Hooper Bay Airport,Hooper Bay,US,61.523899,-166.147003
HPG,Shennongjia Hongping Airport,Shennongjia (Hongping),CN,31.626,110.34
HPH,Cat Bi International Airport,Haiphong (Hai An),VN,20.817428,106.724315
HPN,Westchester County Airport,White Plains,US,41.06700134277344,-73.70760345458984
HQL,Tashikuergan Hongqilafu Airport,Tashikuergan,CN,37.661333,75.288877
HQQ,Anyang Hongqiqu Airport,Anyang,CN,35.870833,114.461944
HRB,Harbin Taiping International Airport,Harbin,CN,45.623402,126.25
HRE,Robert Gabriel Mugabe International Airport,Harare,ZW,-17.931801,31.0928
HRF,Hoarafushi Airport,,MV,6.96967,72.896287
HRG,Hurghada International Airport,Hurghada,EG,27.176776,33.796692
HRH,Aligarh Airport,Aligarh,IN,27.861437,78.145404
HRI,Mattala Rajapaksa International Airport,Mattala,LK,6.283878,81.124163
HRL,Valley International Airport,Harlingen,US,26.228500366210938,-97.65440368652344
HRO,Boone County Airport,Harrison,US,36.26150131225586,-93.15470123291016
HSA,Hazrat Sultan International Airport,Turkıstan,KZ,43.311742,68.550185
HSC,Shaoguan Danxia Airport,Shaoguan,CN,24.9786,113.420998
HSG,Kyushu Saga International Airport,Saga,JP,33.1497,130.302002
HSL,Huslia Airport,Huslia,US,65.697899,-156.350998
HSN,Zhoushan Putuoshan Airport,Zhoushan,CN,29.9342,122.362
HSS,Maharaja Agrasen International Airport,Hisar,IN,29.186065,75.74142
HSV,Huntsville International Airport,Huntsville,US,34.636244,-86.774378
HTA,Chita-Kadala International Airport,Chita,RU,52.024841,113.305839
HTG,Khatanga Airport,Khatanga,RU,71.97810363769531,102.49099731445312
HTI,Hamilton Island Airport,Hamilton Island,AU,-20.3581008911,148.95199585
HTN,Hotan Airport,Hotan,CN,37.03850173950195,79.86489868164062
HTS,Tri-State Airport / Milton J. Ferguson Field,Huntington,US,38.366699,-82.557999
HTT,Huatugou Airport,Mengnai,CN,38.201645,90.837843
HTY,Hatay Airport,Antakya,TR,36.362778,36.282223
HUG,Huehuetenango Airport,Huehuetenango,GT,15.316667,-91.505556
HUH,Huahine-Fare Airport,Fare,PF,-16.687084,-151.021593
HUI,Phu Bai International Airport,Huế,VN,16.400628,107.703094
HUN,Hualien Chiashan Airport,Hualien City,TW,24.023163,121.617991
HUO,Holingol Huolinhe Airport,Holingol,CN,45.487222,119.407222
HUS,Hughes Airport,Hughes,US,66.04109955,-154.2630005
HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,PE,-9.878809928894045,-76.20480346679688
HUX,Bahías de Huatulco International Airport,Huatulco,MX,15.774909,-96.260319
HUY,Humberside Airport,"Grimsby, Lincolnshire",GB,53.576152,-0.34954
HUZ,Huizhou Pingtan Airport,Huizhou (Pingtan),CN,23.049999,114.599998
HVB,Hervey Bay Airport,Hervey Bay,AU,-25.320127,152.880662
HVD,Khovd Airport,Khovd,MN,47.954102,91.628197
HVG,"Honningsvåg Airport, Valan",Honningsvåg,NO,71.009697,25.983601
HVN,Tweed New Haven Airport,New Haven,US,41.262869,-72.887694
HVR,Havre City County Airport,Havre,US,48.541387,-109.762859
HXD,Delingha Airport,Delingha,CN,37.125286,97.268658
HYA,Cape Cod Gateway Airport,Hyannis,US,41.6693,-70.280403
HYD,Rajiv Gandhi International Airport,Hyderabad,IN,17.231318,78.429855
HYN,Taizhou Luqiao Airport,Taizhou (Luqiao),CN,28.562201,121.429001
HYS,Hays Regional Airport,Hays,US,38.844521,-99.273148
HZA,Heze Mudan Airport,Heze (Dingtao),CN,35.212972,115.736748
HZG,Hanzhong Chenggu Airport,Hanzhong (Chenggu),CN,33.133527,107.203817
HZH,Liping Airport,Liping,CN,26.32217,109.1499
IAA,Igarka Airport,Igarka,RU,67.437202,86.621902
IAD,Washington Dulles International Airport,Dulles,US,38.9445,-77.455803
IAG,Niagara Falls International Airport,Niagara Falls,US,43.1073,-78.946198
IAH,George Bush Intercontinental Airport,Houston,US,29.9844,-95.3414
IAM,Zarzaitine - In Aménas Airport,In Aménas,DZ,28.0515,9.64291
IAN,Bob Baker Memorial Airport,Kiana,US,66.976128,-160.439014
IAO,Siargao Airport,Del Carmen,PH,9.8591,126.014
IAR,Golden Ring Yaroslavl International Airport,Tunoshna,RU,57.560699,40.157398
IAS,Iaşi International Airport,Iaşi,RO,47.179633,27.621431
IBA,Ibadan Airport,Ibadan,NG,7.362460136413574,3.97832989692688
IBB,General Villamil Airport,Puerto Villamil,EC,-0.942628,-90.953003
IBE,Perales Airport,Ibagué,CO,4.42161,-75.1333
IBR,Ibaraki International Airport,Omitama,JP,36.181456,140.414434
IBZ,Ibiza Airport,Ibiza (Eivissa),ES,38.872898,1.37312
ICC,Andrés Miguel Salazar Marcano Airport,Isla de Coche,VE,10.794432,-63.98159
ICI,Cicia Airport,Cicia,FJ,-17.7432994843,-179.341995239
ICN,Incheon International Airport,Seoul,KR,37.469101,126.450996
ICT,Wichita Dwight D. Eisenhower National Airport,Wichita,US,37.650314,-97.428583
IDA,Idaho Falls Regional Airport,Idaho Falls,US,43.514599,-112.070999
IDR,Devi Ahilya Bai Holkar International Airport,Indore,IN,22.721404,75.80051
IDY,Île d'Yeu Airport,Île d'Yeu,FR,46.717641,-2.392544
IEG,Zielona Góra-Babimost Airport,Nowe Kramsko,PL,52.1385,15.7986
IEV,Ihor Sikorsky Kyiv International Airport (Zhuliany),Kyiv,UA,50.40194,30.45194
IFJ,Ísafjörður Airport,Ísafjörður,IS,66.058098,-23.1353
IFN,Isfahan Shahid Beheshti International Airport,Isfahan,IR,32.755142,51.883877
IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk,UA,48.88420104980469,24.686100006103516
IGA,Inagua Airport,Matthew Town,BS,20.975,-73.666901
IGD,Iğdır Airport,Iğdır,TR,39.976627,43.876648
IGG,Igiugig Airport,Igiugig,US,59.324001,-155.901993
IGR,Cataratas Del Iguazú International Airport,Puerto Iguazu,AR,-25.737301,-54.4734
IGT,Magas Airport,Sunzha,RU,43.323268,45.012568
IGU,Cataratas International Airport,Foz do Iguaçu,BR,-25.594167,-54.489444
IIA,Inishmaan Aerodrome,Inis Meáin,IE,53.092999,-9.56806
IJK,Izhevsk Airport,Izhevsk,RU,56.834524,53.462172
IKA,Imam Khomeini International Airport,Tehran,IR,35.416099548339844,51.152198791503906
IKG,Karakol Airport,Karakol,KG,42.508099,78.407799
IKI,Iki Airport,Iki,JP,33.7490005493,129.785003662
IKO,Nikolski Air Station,Nikolski,US,52.941552,-168.849478
IKS,Tiksi Airport,Tiksi,RU,71.697700500488,128.90299987793
IKT,Irkutsk International Airport,Irkutsk,RU,52.266707,104.395563
IKU,Issyk-Kul International Airport,Tamchy,KG,42.585584,76.701181
ILD,Lleida-Alguaire Airport,Lleida,ES,41.728185,0.535023
ILF,Ilford Airport,Ilford,CA,56.051622,-95.61882
ILG,Wilmington Airport,Wilmington,US,39.678699,-75.606499
ILI,Iliamna Airport,Iliamna,US,59.754398,-154.910996
ILM,Wilmington International Airport,Wilmington,US,34.271719,-77.904644
ILO,Iloilo International Airport,Cabatuan,PH,10.833017,122.493358
ILP,Île des Pins Airport,Île des Pins,NC,-22.58889961242676,167.45599365234375
ILQ,General Jorge Fernandez Maldon Airport,Ilo,PE,-17.695,-71.344002
ILR,General Tunde Idiagbon International Airport,Ilorin/Ogbomosho,NG,8.44021,4.49392
ILS,Ilopango International Airport,San Salvador,SV,13.6995,-89.119904
ILY,Islay Airport,"Isle of Islay, Argyll and Bute",GB,55.682708,-6.257525
IMF,Bir Tikendrajit International Airport,Imphal,IN,24.76,93.896698
IMK,Simikot Airport,Simikot,NP,29.9711,81.818901
IMP,Prefeito Renato Moreira Airport,Imperatriz,BR,-5.53129,-47.459999
IMT,Ford Airport,Kingsford,US,45.81911,-88.114557
INB,Independence Airport,Independence,BZ,16.53456,-88.441615
INC,Yinchuan Hedong International Airport,Yinchuan,CN,38.322758,106.393214
IND,Indianapolis International Airport,Indianapolis,US,39.7173,-86.294403
INH,Inhambane Airport,Inhambane,MZ,-23.8764,35.408501
INI,Niš Constantine the Great Airport,Niš,RS,43.336538,21.856242
INL,Falls International Airport,International Falls,US,48.566200256347656,-93.4030990600586
INN,Innsbruck Airport,Innsbruck,AT,47.260201,11.344
INO,Inongo Airport,Inongo,CD,-1.94722,18.285801
INQ,Inisheer Aerodrome,Inis Oírr,IE,53.064701,-9.5109
INU,Nauru International Airport,Yaren,NR,-0.547893,166.919525
INV,Inverness Airport,Inverness,GB,57.5425,-4.0475
INZ,In Salah Airport,In Salah,DZ,27.250999,2.51202
IOA,Ioannina King Pyrrhus National Airport,Ioannina,GR,39.6964,20.8225
IOM,Isle of Man Airport,Castletown,IM,54.083081,-4.623871
IOR,Inishmore Aerodrome,Inis Mór,IE,53.1067008972168,-9.653610229492188
IOS,Bahia - Jorge Amado Airport,Ilhéus,BR,-14.815929,-39.033458
IPC,Mataveri International Airport,Isla De Pascua,CL,-27.165411,-109.421027
IPH,Sultan Azlan Shah Airport,Ipoh,MY,4.56733,101.091643
IPI,San Luis Airport,Ipiales,CO,0.861946,-77.671783
IPL,Imperial County Airport,Imperial,US,32.83539,-115.574026
IPN,Usiminas Airport,Ipatinga,BR,-19.470699,-42.487598
IPT,Williamsport Regional Airport,Williamsport,US,41.242126,-76.92245
IQM,Qiemo Yudu Airport,Qiemo,CN,38.234516,85.465462
IQN,Qingyang Xifeng Airport,Qingyang (Xifeng),CN,35.802638,107.598896
IQQ,Diego Aracena Airport,Iquique,CL,-20.5352,-70.181297
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,PE,-3.78474,-73.3088
IRA,Ngorangora Airport,Kirakira,SB,-10.4497003555,161.897994995
IRC,Circle City (New) Airport,Circle,US,65.827673,-144.076195
IRG,Lockhart River Airport,Lockhart River,AU,-12.7869,143.304993
IRJ,Capitan V A Almonacid Airport,La Rioja,AR,-29.381599,-66.795799
IRK,Kirksville Regional Airport,Kirksville,US,40.09349822998047,-92.5448989868164
IRP,Matari Airport,Isiro,CD,2.82761,27.588301
IRZ,Tapuruquara Airport,Santa Isabel do Rio Negro,BR,-0.378604,-64.992558
ISA,Mount Isa Airport,Mount Isa,AU,-20.66638,139.488468
ISB,Islamabad International Airport,Attock,PK,33.549,72.82566
ISC,St. Mary's Airport,"St. Mary's, Isles of Scilly",GB,49.913375,-6.291894
ISE,Süleyman Demirel International Airport,Isparta,TR,37.8554,30.368401
ISG,New Ishigaki Airport,Ishigaki,JP,24.396389,124.245
ISK,Nashik International Airport,Nashik,IN,20.119101,73.912903
ISP,Long Island MacArthur Airport,Islip,US,40.796324,-73.101703
IST,İstanbul Airport,Istanbul,TR,41.274874,28.732136
ISU,Sulaymaniyah International Airport,Sulaymaniyah,IQ,35.5617485046,45.3167381287
ITB,Itaituba Airport,Itaituba,BR,-4.242131,-56.000651
ITH,Ithaca Tompkins Regional Airport,Ithaca,US,42.49100112915039,-76.4583969116211
ITM,Osaka Itami International Airport,Osaka,JP,34.780853,135.440829
ITO,Hilo International Airport,Hilo,US,19.72135,-155.045428
ITU,Iturup Airport,Kurilsk,RU,45.256389,147.95549
IUE,Niue International Airport,Alofi,NU,-19.080109,-169.923493
IVC,Invercargill Airport,Invercargill,NZ,-46.41239929199219,168.31300354003906
IVL,Ivalo Airport,Ivalo,FI,68.6073,27.4053
IWA,Ivanovo South Airport,Ivanovo,RU,56.93939971923828,40.940799713134766
IWD,Gogebic Iron County Airport,Ironwood,US,46.525298,-90.131578
IWJ,Iwami Airport,Masuda,JP,34.676399231,131.789993286
IWK,Iwakuni Kintaikyo Airport,Iwakuni,JP,34.146333,132.247238
IXA,Agartala - Maharaja Bir Bikram Airport,Agartala,IN,23.886999,91.240402
IXB,Bagdogra Airport,Siliguri,IN,26.6812,88.328598
IXC,Shaheed Bhagat Singh International Airport,Chandigarh,IN,30.6735,76.788498
IXD,Prayagraj Airport,Allahabad,IN,25.4401,81.733902
IXE,Mangaluru International Airport,Mangaluru,IN,12.95542,74.884934
IXG,Belagavi Airport,Belgaum,IN,15.8593,74.618301
IXI,Lilabari North Lakhimpur Airport,Lilabari,IN,27.295682,94.097266
IXJ,Jammu Airport,Jammu,IN,32.688849,74.838152
IXK,Keshod Airport,Keshod,IN,21.317101,70.270401
IXL,Leh Kushok Bakula Rimpochee Airport,Leh,IN,34.135899,77.546501
IXM,Madurai Airport,Madurai,IN,9.83450984955,78.09339904790001
IXP,Pathankot Airport,Pathankot,IN,32.233611,75.634444
IXR,Birsa Munda Airport,Ranchi,IN,23.314300537100003,85.3217010498
IXS,Silchar Airport,Silchar,IN,24.9129009247,92.9786987305
IXU,Aurangabad Airport,Aurangabad,IN,19.862875,75.396312
IXY,Kandla Airport,Kandla,IN,23.1127,70.100304
IXZ,Veer Savarkar International Airport / INS Utkrosh,Port Blair,IN,11.640194,92.72902
IZA,Presidente Itamar Franco Airport,Juiz de Fora,BR,-21.513086,-43.173069
IZO,Izumo Enmusubi Airport,Izumo,JP,35.413601,132.889999
IZT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,Ixtepec,MX,16.445961,-95.093708
JAC,Jackson Hole Airport,Jackson,US,43.6073,-110.737999
JAE,Shumba Airport,Jaén,PE,-5.59248,-78.774002
JAF,Jaffna International Airport,Jaffna,LK,9.79233,80.070099
JAI,Jaipur International Airport,Jaipur,IN,26.8242,75.812202
JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,US,32.311199,-90.075897
JAU,Francisco Carle Airport,Jauja,PE,-11.7831001282,-75.47339630130001
JAV,Ilulissat Airport,Ilulissat,GL,69.243202,-51.057098
JAX,Jacksonville International Airport,Jacksonville,US,30.492469,-81.687813
JBB,Notohadinegoro Airport,Jember,ID,-8.242494,113.693476
JBK,Qitai Jiangbulake Airport,Qitai,CN,44.166086,89.55014
JBQ,La Isabela International Airport,La Isabela,DO,18.572500228881836,-69.98560333251953
JBR,Jonesboro Municipal Airport,Jonesboro,US,35.83169937133789,-90.64640045166016
JCK,Julia Creek Airport,,AU,-20.66830062866211,141.72300720214844
JCL,České Budějovice South Bohemian Airport,České Budějovice,CZ,48.948171,14.42832
JDF,Francisco de Assis Airport,Juiz de Fora,BR,-21.791482,-43.386072
JDH,Jodhpur Airport,Jodhpur,IN,26.251100540161133,73.04889678955078
JDO,Orlando Bezerra de Menezes Airport,Juazeiro do Norte,BR,-7.21932,-39.269096
JDZ,Jingdezhen Luojia Airport,Jingdezhen,CN,29.3386,117.176003
JED,King Abdulaziz International Airport,Jeddah,SA,21.6796,39.156502
